PRECINCT,YEAR,MONTH,C_DRUGS,C_SHOTS,AGGASS,ARSON,ASSAULT_BY_PRISONER,ASSAULT_OFFICER_NO_INJURY,BURGLARY,CMIS,DISCONDUCT,DRUGS,DRUNKEN_DRIVING,EMBEZZLEMENT,FAMILY_VIOLENCE,FORGERY,FRAUD,GAMBLING,LARCENY,LIQUOR_LAW_VIOLATIONS,MVTHEFT,MURDER_MANSLAUGHTER,NEGLIGENT_MANSLAUGHTER,PROSTITUION,PROSTITUTION,PUBLIC_DRUNKENNESS,RAPE,ROBBERY,RUNAWAY,SEX_OFFENSE,SEXOFF,SIMPASS,STOLEN_PROPERTY,TRESPASS,VAGRANCY,VANDALISM,WEAPONS,VCI,P1P,P1V
5,2001,10,56,51,32,3,0,2,70,153,46,70,7,2,16,9,15,0,133,3,79,0,0,1,0,6,3,14,0,3,0,239,1,28,0,2,11,548,296,49
5,2001,11,39,56,24,5,0,3,67,116,27,60,4,1,17,6,18,2,113,2,52,0,0,1,0,6,2,24,0,8,0,212,4,22,3,1,15,455,256,50
5,2001,12,34,57,24,3,0,2,78,108,42,93,5,0,14,15,16,2,123,0,55,0,0,0,0,5,3,25,0,3,0,166,7,16,7,0,11,410,281,52
6,1990,1,22,3,2,6,0,0,127,199,46,5,0,0,2,3,9,0,210,1,288,0,0,0,0,2,1,34,0,4,0,78,8,1,0,0,0,354,659,37
6,1990,2,36,3,5,4,0,0,76,197,51,1,0,0,1,1,7,0,208,3,244,0,0,0,0,0,4,23,1,7,0,43,4,2,0,0,1,334,551,32
6,1990,3,23,9,8,2,0,0,108,135,37,2,0,0,2,1,11,0,190,12,232,0,0,0,0,1,1,18,2,4,0,58,8,2,7,0,0,264,548,27
6,1990,4,28,,5,2,0,0,80,124,52,2,0,1,5,0,14,0,172,14,195,0,0,0,0,17,4,24,0,7,0,82,1,4,4,1,1,288,471,33
6,1990,5,37,12,9,2,0,0,67,110,47,5,0,0,3,3,20,0,163,7,177,0,0,0,0,2,1,18,0,4,0,77,4,2,2,1,0,285,425,28
6,1990,6,22,6,7,3,0,0,97,117,45,1,1,0,1,0,14,0,133,3,177,0,0,0,0,15,3,24,0,11,0,75,1,2,1,1,3,268,431,34
6,1990,7,27,11,7,5,0,0,113,117,45,4,0,0,3,1,18,0,197,3,199,0,0,0,0,10,5,16,0,3,0,55,1,2,6,0,0,260,525,28
6,1990,8,20,8,8,0,0,1,120,152,42,4,1,0,1,7,9,0,196,0,260,0,0,0,0,4,1,17,0,4,0,60,3,3,4,2,0,282,593,26
6,1990,9,12,10,9,3,0,0,117,95,34,1,0,0,6,1,6,0,142,0,181,0,0,0,0,2,3,24,0,3,0,73,2,1,4,0,1,227,464,36
6,1990,10,20,13,8,3,0,1,102,121,30,2,0,0,0,0,13,0,191,1,224,0,0,0,0,9,4,21,1,7,0,78,1,4,2,0,0,265,538,33
6,1990,11,20,7,11,4,0,0,97,134,18,4,3,1,0,3,16,0,187,1,251,0,0,0,0,6,3,28,1,5,0,49,2,2,4,0,1,232,563,42
6,1990,12,18,10,8,4,0,0,66,119,29,3,0,0,3,1,13,0,234,0,303,0,0,0,0,7,2,24,1,1,0,66,0,1,4,0,0,246,627,34
6,1991,1,24,10,1,1,0,0,80,93,29,0,1,0,4,1,3,0,159,1,253,0,0,0,0,6,3,30,1,0,0,62,1,2,1,1,0,219,522,34
6,1991,2,15,8,3,4,0,0,54,92,29,0,0,0,2,0,7,0,212,0,149,0,0,0,0,14,2,22,0,0,0,52,0,1,1,2,1,200,437,27
6,1991,3,28,6,1,3,0,0,80,94,34,0,1,1,3,1,7,0,204,0,242,0,0,0,0,11,2,29,0,4,0,52,0,5,1,0,0,217,555,32
6,1991,4,40,14,6,3,0,0,91,116,27,2,0,0,0,1,5,0,201,0,278,0,0,0,0,0,3,25,0,4,0,66,0,3,1,0,0,266,595,34
6,1991,5,35,7,2,6,0,0,156,84,37,4,0,1,0,1,4,0,171,0,229,0,0,0,0,0,5,12,0,7,0,65,0,3,0,1,0,234,568,19
6,1991,6,32,18,2,5,0,0,119,76,36,0,0,0,0,1,9,0,183,0,193,0,0,0,0,0,2,26,0,0,0,94,1,0,2,1,0,261,521,30
6,1991,7,38,12,7,9,0,0,107,100,27,7,0,1,2,1,15,0,240,0,250,0,0,0,0,0,2,36,1,8,0,45,0,3,4,0,0,231,633,45
6,1991,8,25,15,3,6,0,0,129,90,35,0,0,1,0,1,6,0,243,0,267,1,0,0,0,0,3,28,0,3,0,71,1,4,5,1,0,242,667,35
6,1991,9,34,19,7,2,0,0,134,79,29,0,1,1,2,3,11,0,241,0,216,0,1,0,0,0,1,30,0,3,0,68,0,5,3,2,0,231,621,38
6,1991,10,23,19,7,5,0,0,141,140,18,0,0,0,0,0,18,0,232,0,192,0,0,0,0,0,2,22,0,5,0,68,0,1,2,1,0,273,587,31
6,1991,11,15,9,6,7,0,0,85,89,29,3,0,2,1,2,10,0,215,0,174,0,0,0,0,0,1,23,0,2,0,63,0,2,5,0,0,212,497,30
6,1991,12,19,10,2,3,0,0,63,112,22,2,2,1,0,2,8,0,164,0,138,0,0,0,0,0,5,48,0,2,0,49,0,0,0,0,0,215,413,55
6,1992,1,23,9,0,2,0,0,89,94,26,0,0,1,0,1,10,0,140,0,157,0,0,0,0,0,1,31,0,5,0,50,0,2,0,0,0,204,417,32
6,1992,2,40,12,3,2,0,0,80,122,44,5,0,1,0,0,8,0,196,0,186,0,0,0,0,0,4,28,0,4,0,77,0,2,3,0,0,297,490,35
6,1992,3,39,12,7,0,0,0,77,101,23,0,0,0,0,0,3,0,141,0,163,0,0,0,0,0,2,41,0,2,0,70,0,4,1,0,0,245,422,50
6,1992,4,36,12,3,2,0,0,80,100,34,1,1,3,1,1,5,0,159,0,184,0,0,0,0,0,3,22,0,5,0,66,0,5,0,1,0,250,445,28
6,1992,5,36,36,3,4,0,0,92,124,42,2,0,0,3,2,10,0,193,0,227,2,0,0,0,0,2,22,0,7,0,81,0,2,2,3,1,323,534,29
6,1992,6,39,28,1,4,0,0,106,127,32,2,0,0,0,1,10,0,166,0,214,0,0,0,0,0,3,28,0,1,0,60,1,0,3,1,0,290,514,32
6,1992,7,40,38,7,3,0,0,102,85,25,4,0,0,2,1,17,0,213,0,215,1,0,0,0,1,2,27,0,4,0,67,1,1,2,1,0,258,557,37
6,1992,8,39,41,0,6,0,0,93,118,33,4,1,0,0,4,9,0,174,0,234,0,0,0,0,4,4,44,0,5,0,71,1,2,4,0,1,308,545,48
6,1992,9,31,33,4,3,0,0,63,160,36,3,0,0,3,4,13,1,178,0,216,2,0,0,0,5,2,19,0,8,0,101,2,3,0,0,1,364,476,27
6,1992,10,40,41,11,4,0,0,66,214,40,5,0,0,1,3,15,0,215,0,193,0,0,0,0,1,2,46,0,4,0,109,2,6,0,0,2,448,520,59
6,1992,11,3,17,5,4,0,0,73,214,37,2,0,0,1,4,15,0,221,1,179,0,0,0,0,2,4,29,0,7,0,68,5,5,2,0,0,343,502,38
6,1992,12,36,54,2,1,0,0,94,194,25,0,0,0,0,0,16,0,166,0,173,0,0,0,0,0,1,43,0,3,0,80,2,2,1,1,1,390,476,46
6,1993,1,42,47,5,3,0,1,72,228,30,7,0,1,0,4,24,0,180,1,226,0,0,0,0,0,2,41,0,2,0,108,8,2,0,9,0,458,519,48
6,1993,2,28,35,5,9,0,0,53,170,32,4,0,0,2,2,16,0,155,1,153,0,0,0,0,0,5,26,0,6,0,78,4,5,3,0,1,352,387,36
6,1993,3,34,42,6,3,0,0,68,158,31,0,0,0,2,2,10,0,166,0,163,0,0,0,0,0,4,42,0,6,0,115,6,2,2,0,1,383,439,52
6,1993,4,18,51,8,4,0,1,69,156,41,2,0,0,4,5,9,0,158,0,144,1,0,0,0,0,2,33,0,8,0,93,1,5,1,4,1,363,404,44
6,1993,5,29,55,5,4,0,0,66,164,35,3,0,0,1,3,11,0,193,0,119,0,0,0,0,0,3,18,0,8,0,98,5,6,0,0,0,385,396,26
6,1993,6,20,48,5,3,0,0,89,150,38,7,0,1,1,2,6,0,151,0,141,0,0,0,0,0,4,21,0,10,0,94,3,10,5,0,0,353,402,30
6,1993,7,22,81,5,1,0,0,57,152,23,4,1,2,0,6,11,0,237,0,140,0,0,0,0,0,3,29,0,6,0,104,0,4,1,0,1,383,463,37
6,1993,8,19,48,8,2,0,0,96,179,32,2,0,3,1,6,20,0,247,0,157,0,0,0,0,0,0,21,0,11,0,102,8,8,4,0,2,382,521,29
6,1993,9,23,71,10,4,0,0,73,167,29,6,2,2,4,4,12,0,220,1,196,0,0,0,0,0,3,35,0,3,0,94,9,11,0,3,1,388,524,48
6,1993,10,22,47,7,6,0,0,67,180,44,2,1,1,4,2,20,0,186,0,178,0,0,0,0,0,2,20,0,7,0,100,3,7,3,1,2,399,451,29
6,1993,11,12,27,8,0,0,0,54,144,35,2,0,0,1,5,6,0,160,0,159,0,0,0,0,0,1,29,0,2,0,85,5,4,1,0,0,303,402,38
6,1993,12,17,39,3,4,0,0,83,190,35,4,0,0,1,1,6,0,216,0,176,1,0,0,0,0,0,40,0,1,0,81,5,10,1,1,0,366,515,44
6,1994,1,4,8,4,3,0,0,74,136,46,5,2,1,2,5,7,1,155,0,100,0,0,0,0,0,1,18,0,6,0,103,4,3,2,0,0,300,347,23
6,1994,2,10,27,9,3,0,0,50,159,36,2,0,2,2,4,7,0,161,0,115,0,0,0,0,0,1,17,0,6,0,59,4,3,1,0,1,294,343,27
6,1994,3,19,41,9,2,0,0,59,166,43,0,0,0,2,2,3,0,177,0,116,0,0,0,0,0,2,18,0,5,0,87,4,12,1,0,1,358,370,29
6,1994,4,27,34,7,7,0,0,55,168,43,12,0,0,0,4,6,0,176,0,109,0,0,0,0,0,2,25,0,3,0,120,2,9,0,2,0,399,365,34
6,1994,5,26,29,5,1,0,1,54,172,39,7,1,0,5,4,14,0,204,1,149,1,0,0,0,0,3,21,0,3,0,118,5,5,3,2,3,385,428,30
6,1994,6,14,44,0,2,0,0,57,147,39,0,0,0,1,6,16,0,207,0,159,0,0,0,0,0,2,18,0,5,0,83,5,8,3,2,0,329,441,20
6,1994,7,21,41,7,4,0,0,56,148,41,4,0,0,6,4,16,0,200,1,139,1,0,1,0,0,1,26,0,10,0,120,7,10,4,0,1,375,421,35
6,1994,8,18,35,6,2,0,0,58,129,35,2,0,1,2,4,12,0,177,0,139,1,0,1,0,0,2,23,0,5,0,98,3,12,1,1,0,317,397,32
6,1994,9,18,27,2,1,0,0,64,133,27,6,0,1,1,3,18,0,179,0,147,0,0,0,0,0,0,27,0,7,0,70,4,7,1,1,0,276,417,29
6,1994,10,28,37,1,3,0,0,60,188,25,7,0,1,3,5,11,1,203,1,112,1,0,0,0,1,2,26,0,9,0,97,4,7,0,0,0,378,401,30
6,1994,11,16,39,2,3,0,0,72,180,30,3,1,0,4,3,12,0,157,0,133,0,0,0,0,0,4,24,1,13,0,85,6,7,0,1,1,353,386,30
6,1994,12,16,36,4,5,0,0,92,131,37,7,1,1,4,3,7,0,159,1,126,0,0,0,0,1,3,25,0,12,0,95,5,13,1,0,3,320,402,32
6,1995,1,15,33,3,1,0,1,63,113,30,3,0,3,5,6,14,0,152,1,68,0,0,0,0,1,4,20,0,11,0,76,4,6,2,2,0,268,303,27
6,1995,2,19,20,5,3,0,0,63,105,30,13,0,1,3,5,22,0,151,0,75,0,0,2,0,0,1,21,0,6,0,78,1,6,2,3,0,255,310,27
6,1995,3,28,16,4,5,0,0,81,145,48,7,0,1,2,2,19,0,189,3,69,0,0,0,0,2,0,24,0,6,0,74,2,13,1,0,0,316,363,28
6,1995,4,30,48,4,1,0,0,78,123,33,2,1,0,1,3,4,0,183,1,106,0,0,0,0,0,1,18,0,10,0,84,4,12,2,2,1,319,385,23
6,1995,5,29,22,2,1,0,0,63,161,42,4,2,0,0,4,5,0,223,0,74,0,0,0,0,0,2,23,0,5,0,84,8,8,2,0,0,339,383,27
6,1995,6,18,49,3,4,0,0,29,166,23,4,0,0,3,5,23,0,245,0,83,0,0,0,0,0,2,14,0,7,0,48,1,4,2,0,0,308,371,19
6,1995,7,19,57,3,3,0,0,65,115,36,2,0,2,3,2,18,0,235,0,108,0,0,0,0,2,4,23,0,3,0,88,3,12,2,2,0,318,431,30
6,1995,8,26,35,8,3,0,0,77,112,37,11,2,3,5,7,15,0,193,0,93,1,0,0,0,0,2,15,0,8,0,79,7,10,2,0,0,292,378,26
6,1995,9,19,25,8,1,0,0,53,86,37,3,1,0,4,4,7,0,138,1,77,1,0,0,0,0,3,12,0,4,0,82,1,6,1,1,0,250,280,24
6,1995,10,11,24,5,4,0,0,31,103,43,2,1,2,3,8,18,0,160,0,67,0,0,0,0,0,0,28,0,2,0,88,2,7,2,1,0,273,286,33
6,1995,11,19,23,1,0,0,0,42,88,38,3,1,0,2,4,27,0,123,0,63,0,0,0,0,0,0,12,0,3,0,71,5,9,0,0,0,239,240,13
6,1995,12,19,32,6,4,0,0,27,81,22,2,0,1,3,4,14,0,108,0,54,1,0,0,0,0,1,25,0,12,0,54,4,10,1,0,0,212,214,33
6,1996,1,9,24,1,3,0,0,25,78,27,3,0,0,6,4,15,0,99,0,44,0,0,0,0,0,2,15,0,7,1,58,2,4,0,1,0,199,183,18
6,1996,2,13,23,2,2,0,0,20,71,27,2,1,0,2,9,16,0,133,0,49,1,0,0,0,0,1,13,0,6,0,63,5,4,1,0,0,199,215,17
6,1996,3,14,14,6,3,0,0,35,81,30,2,1,2,5,9,15,0,137,0,59,1,0,0,0,0,1,16,0,4,0,68,6,5,3,0,0,210,247,24
6,1996,4,13,23,6,3,0,0,35,100,36,4,1,0,5,3,16,2,149,2,59,1,0,0,0,0,1,13,1,7,0,67,2,4,1,2,0,242,256,21
6,1996,5,31,29,9,4,0,0,58,75,33,2,0,0,0,5,14,1,137,0,56,0,0,0,0,1,1,6,0,6,0,69,6,7,0,0,2,241,257,16
6,1996,6,17,32,7,3,0,0,61,104,32,6,0,0,5,4,21,0,162,0,50,2,0,0,0,0,3,3,0,3,0,78,5,14,1,0,1,266,276,15
6,1996,7,19,33,1,6,0,0,45,79,25,4,0,2,1,12,25,0,185,0,44,0,0,0,0,0,1,8,0,6,0,49,4,7,0,0,0,211,282,10
6,1996,8,33,23,4,7,0,0,49,96,35,7,1,1,3,9,15,0,189,0,60,0,0,0,0,0,0,16,0,4,0,75,6,8,1,1,1,269,314,20
6,1996,9,24,23,2,5,0,0,41,73,26,10,0,2,3,10,21,0,166,0,47,0,0,0,0,0,0,13,0,3,0,69,2,10,3,2,1,220,267,15
6,1996,10,13,22,6,1,0,0,59,124,32,3,0,0,2,8,16,0,154,0,67,0,0,0,0,0,5,9,0,2,0,76,2,7,0,0,0,268,289,20
6,1996,11,12,21,2,4,0,0,31,94,24,3,0,0,2,2,13,0,133,0,46,0,0,0,0,0,1,8,0,6,0,67,4,7,2,0,2,222,218,11
6,1996,12,17,20,3,2,0,0,24,75,30,1,2,2,3,6,9,0,91,0,57,0,0,0,0,0,3,14,0,6,0,55,2,5,1,0,0,199,186,20
6,1997,1,17,36,1,3,0,0,33,78,32,7,2,1,2,6,26,0,127,1,55,0,0,0,0,0,1,11,0,2,0,50,4,6,0,0,0,216,226,13
6,1997,2,14,23,6,3,0,0,33,101,18,9,2,1,3,10,16,0,127,0,48,0,0,0,0,0,1,14,0,6,0,56,4,6,0,1,0,215,222,21
6,1997,3,23,29,1,2,0,0,36,120,23,4,0,1,2,3,10,0,146,0,58,1,0,0,0,0,1,12,0,6,0,66,1,5,1,1,0,263,252,15
6,1997,4,18,25,2,0,0,0,29,150,41,7,0,2,0,8,24,0,160,18,68,1,0,0,0,0,3,11,0,3,0,80,4,10,0,0,0,314,268,17
6,1997,5,14,23,7,1,0,0,47,136,36,5,3,3,2,8,19,0,193,0,67,0,0,0,0,0,2,15,0,9,0,79,3,11,2,0,1,289,322,24
6,1997,6,17,43,1,2,0,0,58,109,27,3,2,4,6,12,18,0,167,4,59,0,0,0,0,0,4,12,0,2,0,79,2,10,2,0,0,277,296,17
6,1997,7,20,31,1,1,0,0,55,104,29,6,0,1,2,6,20,0,187,0,60,0,0,0,0,0,0,19,0,11,0,75,1,10,1,0,0,260,321,20
6,1997,8,14,32,5,1,0,1,51,114,44,6,0,0,2,7,26,0,202,1,60,0,0,0,0,0,1,18,0,1,0,76,4,14,1,1,0,281,331,24
6,1997,9,22,29,4,0,0,0,52,129,33,12,0,5,3,10,18,0,190,0,70,0,0,0,0,0,4,16,0,4,0,63,3,9,1,0,0,276,328,24
6,1997,10,13,27,3,2,0,1,64,152,31,9,1,2,3,2,16,0,169,0,73,0,0,0,0,0,5,18,0,8,0,86,4,6,2,0,3,311,324,26
6,1997,11,11,7,5,1,0,1,64,96,41,6,0,2,8,7,19,0,137,0,56,0,0,0,0,0,2,16,0,4,0,76,6,5,2,0,1,232,273,23
6,1997,12,10,13,5,0,0,0,54,96,30,5,0,2,1,7,23,0,143,5,57,0,0,0,0,0,3,13,0,6,0,50,5,5,1,0,0,199,267,21
6,1998,1,19,22,6,1,0,0,66,111,22,4,0,1,4,7,23,2,146,0,62,0,0,0,0,0,1,9,0,3,0,46,3,4,1,0,0,221,283,16
6,1998,2,17,19,2,4,0,0,48,92,44,4,1,2,2,5,10,0,127,0,49,0,0,0,0,0,3,11,0,6,0,53,0,5,4,0,0,229,235,16
6,1998,3,27,17,7,3,0,0,55,95,25,9,4,1,2,8,14,0,159,1,47,0,0,0,0,0,7,7,0,13,0,54,7,11,3,0,1,221,268,21
6,1998,4,24,17,4,0,0,1,51,93,28,15,2,1,4,9,11,0,133,2,62,0,0,0,0,2,4,8,0,6,0,68,2,8,4,0,1,230,254,16
6,1998,5,26,20,7,2,0,0,78,111,27,9,3,4,5,5,13,0,146,0,44,0,0,0,0,0,3,15,0,2,0,82,2,10,2,1,1,268,283,25
6,1998,6,21,33,5,0,0,0,60,93,34,5,1,2,1,5,18,0,145,0,46,1,0,0,0,1,1,9,0,3,0,74,3,10,1,1,1,255,260,16
6,1998,7,32,44,12,1,0,0,82,113,39,10,2,2,4,4,10,0,177,0,55,1,0,2,0,1,0,17,0,0,0,83,3,6,3,1,1,312,331,30
6,1998,8,34,33,4,1,0,0,65,91,38,13,2,4,2,18,17,0,171,2,79,0,0,0,0,0,1,9,0,6,0,54,4,10,2,1,1,251,324,14
6,1998,9,26,15,3,0,0,0,66,91,33,4,0,1,1,8,15,0,145,1,69,0,0,0,0,1,2,11,0,6,0,69,7,7,3,0,0,234,291,16
6,1998,10,16,18,8,3,0,0,81,100,32,4,2,1,2,8,23,0,164,0,38,0,0,0,0,0,1,18,0,8,0,56,6,12,2,0,1,225,301,27
6,1998,11,16,31,5,0,0,1,46,96,33,9,2,0,3,8,9,0,136,0,54,0,0,0,0,0,2,17,0,5,0,50,1,10,2,0,0,226,253,24
6,1998,12,9,14,5,0,0,0,79,79,39,4,2,0,1,6,17,0,149,3,46,0,0,0,0,0,5,17,0,3,0,52,6,6,2,0,1,193,291,27
6,1999,1,18,22,8,1,0,1,59,87,25,9,1,1,0,5,20,1,139,3,49,0,0,0,0,1,2,19,1,6,0,64,3,5,2,0,2,217,266,29
6,1999,2,19,25,4,0,0,0,50,78,20,8,2,1,1,14,19,0,138,4,56,0,0,1,0,0,3,13,0,2,0,40,9,3,3,0,2,182,257,20
6,1999,3,19,24,8,2,0,0,73,83,30,16,5,1,2,14,20,2,115,1,49,0,0,0,0,2,2,14,0,12,0,56,6,6,0,0,1,214,251,24
6,1999,4,16,24,5,2,0,1,52,70,29,8,6,0,4,2,14,0,144,0,60,0,0,0,0,1,4,16,0,4,0,59,5,5,1,0,0,200,272,25
6,1999,5,21,33,4,3,0,1,41,81,26,10,2,2,3,6,19,0,168,0,66,1,0,0,0,0,1,24,1,3,0,59,8,8,1,0,0,223,299,30
6,1999,6,21,27,4,0,0,1,43,71,34,14,3,1,4,9,12,0,165,2,47,0,0,1,0,1,2,16,0,6,0,46,5,1,2,1,1,199,271,22
6,1999,7,19,19,3,1,0,1,36,69,23,9,1,3,1,1,14,0,173,1,73,0,0,0,0,0,1,12,0,3,0,37,7,2,0,0,0,168,294,16
6,1999,8,26,19,7,1,0,1,60,77,24,12,3,0,3,8,13,0,173,2,59,0,0,1,0,1,1,16,0,3,0,64,5,10,4,0,2,211,308,24
6,1999,9,15,19,7,1,0,0,50,98,36,5,0,0,3,8,14,0,233,0,74,0,0,0,0,0,1,13,0,1,0,77,5,7,1,0,2,246,370,21
6,1999,10,16,31,9,1,1,0,35,82,28,15,2,1,3,4,28,1,284,2,67,0,0,0,0,0,6,14,0,9,1,61,4,2,2,0,5,219,400,29
6,1999,11,22,20,7,2,0,0,35,120,35,4,1,1,1,6,19,0,233,2,67,0,0,0,0,1,2,9,0,5,0,50,4,7,0,2,0,248.9963787,344,18
6,1999,12,23,21,4,0,0,1,51,139,31,15,6,5,2,6,24,0,187,3,41,0,0,1,0,3,2,11,0,7,0,65,22,16,4,1,2,278.2137828,290,17
6,2000,1,17,17,6,0,0,2,34,110,44,14,12,2,4,11,22,0,170,5,50,0,1,1,0,6,0,18,0,9,0,85,7,11,2,3,5,273,272,24
6,2000,2,20,13,3,0,0,0,41,104,43,26,6,4,5,12,20,2,187,6,49,0,0,0,0,9,0,19,0,8,0,116,15,14,2,0,4,296,296,22
6,2000,3,19,14,8,0,0,0,53,163,37,32,5,0,4,7,10,0,225,9,51,1,0,3,0,5,0,9,0,2,0,85,3,6,4,1,6,318,338,18
6,2000,4,15,16,9,4,0,0,56,133,38,22,5,1,8,6,9,0,138,5,53,0,0,0,0,9,1,12,0,4,0,102,9,12,0,1,0,308,259,22
6,2000,5,17,25,2,0,0,0,57,106,48,7,4,1,3,6,19,0,131,4,50,0,0,0,0,11,0,10,0,7,0,79,7,11,6,0,3,275,248,12
6,2000,6,25,29,9,1,1,0,60,103,36,20,4,0,10,13,27,0,164,4,49,0,0,1,0,9,3,21,0,5,0,98,6,14,10,0,4,292,294,33
6,2000,7,20,40,5,3,0,0,49,106,47,16,5,1,10,10,24,0,174,11,75,0,0,4,0,15,0,16,0,4,0,77,10,14,2,1,6,293,314,21
6,2000,8,21,26,5,8,0,0,46,95,27,11,7,2,6,7,28,0,155,12,64,0,0,0,0,8,4,11,0,8,0,62,8,12,0,0,1,239,276,20
6,2000,9,14,13,8,3,0,0,56,91,50,13,5,2,3,7,26,0,138,13,43,2,0,2,0,18,0,16,0,1,0,84,6,7,1,0,1,255,253,26
6,2000,10,13,33,5,1,0,0,63,103,42,11,7,2,1,5,13,0,139,11,52,0,0,0,0,4,1,23,0,10,0,50,2,2,2,1,3,242,277,29
6,2000,11,17,27,5,2,0,0,73,96,25,14,3,0,1,3,12,0,127,4,38,1,0,0,0,6,0,22,0,4,0,58,4,10,0,0,4,225,260,28
6,2000,12,14,19,4,1,0,0,55,48,19,4,1,0,3,1,10,2,99,0,32,0,0,0,0,3,1,7,0,1,0,33,4,6,2,0,2,134,193,12
6,2001,1,10,17,8,0,0,0,44,95,32,15,2,3,4,7,19,0,134,0,33,0,0,1,0,1,1,10,0,1,0,53,2,7,2,1,4,207,221,19
6,2001,2,6,14,5,0,0,1,37,87,26,2,1,1,2,8,16,0,92,0,40,0,0,0,0,1,3,4,0,4,0,60,1,11,0,1,3,193,173,12
6,2001,3,13,24,4,0,0,0,41,114,24,7,2,1,3,9,25,0,105,3,47,1,0,1,0,2,0,14,0,4,0,57,2,11,2,3,7,232,207,19
6,2001,4,21,49,5,1,0,0,45,110,24,14,2,0,1,5,20,0,112,1,45,0,0,6,0,2,1,11,0,1,0,64,3,17,2,1,1,269,213,17
6,2001,5,22,27,9,1,0,2,40,101,32,18,1,0,7,6,22,0,144,0,63,0,0,0,0,2,1,7,0,4,0,85,1,11,1,0,3,268,254,17
6,2001,6,15,33,4,1,0,1,48,124,27,16,3,1,1,10,16,0,146,1,52,0,0,0,0,5,2,7,0,5,0,66,2,12,2,0,3,266,253,13
6,2001,7,19,26,10,3,0,1,57,104,29,17,3,1,10,0,18,0,142,2,56,0,0,2,0,2,1,16,0,1,0,77,5,10,7,0,6,258,271,27
6,2001,8,13,26,11,2,0,1,64,103,33,7,2,2,3,9,24,0,138,1,48,1,0,3,0,0,2,10,0,1,0,70,0,11,1,1,4,247,260,24
6,2001,9,22,32,10,0,0,0,55,118,23,8,6,4,6,3,26,2,150,0,31,1,0,1,0,3,3,9,0,7,0,80,2,9,4,2,5,275,245,23
6,2001,10,16,18,2,1,0,0,50,141,31,13,3,0,7,7,21,0,164,0,42,0,0,2,0,1,1,9,0,6,0,76,1,11,4,1,2,283,265,12
6,2001,11,16,23,5,2,0,0,51,97,22,9,0,3,3,6,13,0,129,0,55,0,0,0,0,3,0,15,0,4,0,46,1,8,1,0,6,206,250,20
6,2001,12,16,18,5,0,0,0,48,85,18,17,3,1,3,9,12,9,101,0,47,0,0,0,0,2,4,7,0,4,1,58,2,7,3,3,3,195,203,16
