PRECINCT,NAME,YEAR,MONTH,AGGASS,ARSON,BURGLARY,CMIS,DRUGS,GAMBLING,LARCENY,MENACING,MVTHEFT,MURDER_MANSLAUGHTER,DISCONDUCT,PROSTITUTION,RAPE,ROBBERY,SIMPASS,TRESPASS,WEAPONS,VCI,P1P,P1V
6,LAKE,1993,4,6,3,52,84,9,0,154,1,23,1,105,17,1,9,47,4,5,253,238,17
6,LAKE,1993,5,3,6,63,82,5,0,154,1,23,0,94,9,2,7,42,8,9,238,247,12
6,LAKE,1993,6,5,3,55,77,5,0,189,3,46,0,117,24,1,14,54,7,14,270,304,20
6,LAKE,1993,7,7,6,71,101,16,0,193,1,37,0,110,26,3,17,52,4,13,298,318,27
6,LAKE,1993,8,15,6,71,101,22,0,183,0,41,0,118,12,2,20,55,5,9,311,315,37
6,LAKE,1993,9,5,2,54,68,20,0,149,1,25,0,93,6,1,12,39,12,10,232,240,18
6,LAKE,1993,10,6,2,55,74,20,0,151,1,43,0,115,32,4,15,37,10,8,256,264,25
6,LAKE,1993,11,5,1,78,71,11,0,137,1,22,0,86,22,3,12,41,7,10,220,249,20
6,LAKE,1993,12,2,5,63,82,13,0,143,2,36,12,96,6,3,15,42,4,7,245,257,32
6,LAKE,1994,1,5,1,26,72,10,0,124,0,29,1,71,21,2,17,32,11,8,194,196,25
6,LAKE,1994,2,4,46,29,40,23,0,106,0,24,0,87,30,0,8,29,3,6,231,167,12
6,LAKE,1994,3,1,1,39,58,18,0,162,3,34,0,92,14,5,16,30,6,6,205,251,22
6,LAKE,1994,4,3,3,44,77,17,0,132,1,18,0,86,29,1,5,50,7,3,236,199,9
6,LAKE,1994,5,0,4,61,105,20,0,188,0,23,0,97,29,0,12,47,8,7,280,284,12
6,LAKE,1994,6,8,3,65,91,13,0,141,0,35,1,112,11,3,13,56,8,9,284,254,25
6,LAKE,1994,7,11,3,70,84,21,0,182,7,36,1,128,23,0,17,56,10,7,299,305,29
6,LAKE,1994,8,16,2,65,106,22,0,147,1,37,0,102,42,3,20,54,15,14,300,269,39
6,LAKE,1994,9,5,4,58,77,23,0,148,1,34,0,103,86,2,12,59,7,12,278,252,19
6,LAKE,1994,10,7,5,75,89,14,0,129,0,46,0,115,42,3,19,61,9,14,298,269,29
6,LAKE,1994,11,8,1,81,92,15,0,138,0,43,1,103,29,1,27,46,10,16,273,289,37
6,LAKE,1994,12,3,7,50,56,8,0,149,1,30,0,104,4,1,20,39,10,5,219,249,24
6,LAKE,1995,1,6,2,50,74,15,0,116,2,29,0,87,17,5,19,32,14,17,227,214,30
6,LAKE,1995,2,4,3,29,45,4,3,75,1,34,0,88,4,0,20,29,9,9,178,158,24
6,LAKE,1995,3,8,0,45,71,21,0,106,1,30,1,110,12,2,14,39,11,19,260,195,25
6,LAKE,1995,4,2,4,38,74,19,0,131,3,32,3,99,14,9,16,36,9,10,242,217,30
6,LAKE,1995,5,5,4,38,88,10,0,161,0,26,0,119,16,4,16,51,12,14,286,241,25
6,LAKE,1995,6,5,3,48,78,12,0,169,0,29,0,103,24,0,17,47,10,13,256,263,22
6,LAKE,1995,7,5,2,57,92,14,0,180,0,34,0,140,11,4,12,40,6,11,299,283,21
6,LAKE,1995,8,9,3,67,76,19,0,172,1,34,0,144,13,2,22,56,11,11,309,295,33
6,LAKE,1995,9,14,2,55,87,25,0,168,3,23,1,129,17,3,11,54,7,17,314,257,29
6,LAKE,1995,10,7,1,58,84,14,0,195,0,37,1,121,8,0,26,46,10,12,278,316,34
6,LAKE,1995,11,5,3,48,86,13,0,148,3,53,1,123,19,3,14,47,9,13,285,263,23
6,LAKE,1995,12,15,2,51,74,9,0,134,2,42,1,127,18,1,17,48,7,11,271,244,34
6,LAKE,1996,1,12,2,43,65,18,0,134,0,33,0,112,10,2,16,43,6,8,248,226,30
6,LAKE,1996,2,5,1,38,76,11,0,135,2,38,1,91,9,6,9,43,8,6,228,220,21
6,LAKE,1996,3,8,4,48,62,20,0,113,1,26,2,111,9,4,10,48,7,7,252,197,24
6,LAKE,1996,4,4,2,46,52,19,0,118,0,39,0,108,30,1,12,40,6,9,230,215,17
6,LAKE,1996,5,3,4,47,87,9,0,115,1,52,0,135,13,2,10,59,8,9,303,224,15
6,LAKE,1996,6,11,5,51,83,23,0,172,0,45,0,115,5,4,14,47,9,19,292,282,29
6,LAKE,1996,7,8,2,66,96,23,0,153,0,29,0,139,12,5,9,69,10,10,339,257,22
6,LAKE,1996,8,5,2,27,56,27,0,176,4,50,0,119,16,7,15,51,12,8,263,268,27
6,LAKE,1996,9,4,2,53,73,32,0,158,0,36,0,112,12,1,7,40,20,11,270,254,12
6,LAKE,1996,10,13,5,37,68,20,0,157,1,40,0,105,20,2,12,33,6,14,245,246,27
6,LAKE,1996,11,7,2,36,61,20,0,145,1,37,1,85,13,5,17,30,3,7,205,235,30
6,LAKE,1996,12,6,2,56,72,13,0,141,0,45,0,74,8,2,19,37,9,11,209,261,27
6,LAKE,1997,1,3,2,31,69,18,0,113,1,38,2,112,12,1,16,31,9,6,238,198,22
6,LAKE,1997,2,3,1,33,50,19,0,104,0,29,1,66,11,1,18,33,4,9,178,184,23
6,LAKE,1997,3,6,1,35,67,27,0,107,1,40,0,113,17,0,21,31,4,9,248,203,27
6,LAKE,1997,4,5,0,45,78,12,0,95,0,32,1,91,13,0,14,31,6,12,224,186,20
6,LAKE,1997,5,5,0,38,98,29,0,125,1,39,1,110,12,3,9,46,8,9,292,211,18
6,LAKE,1997,6,6,0,50,66,25,0,117,0,35,0,109,16,1,10,35,9,11,246,212,17
6,LAKE,1997,7,2,3,37,89,32,0,160,0,35,0,102,18,2,20,38,2,6,270,252,24
6,LAKE,1997,8,8,4,44,93,42,0,117,1,39,1,110,6,2,24,26,5,14,289,224,35
6,LAKE,1997,9,5,5,46,72,33,0,135,1,54,0,99,33,0,17,19,13,15,243,252,22
6,LAKE,1997,10,7,5,38,72,22,0,111,0,58,2,87,3,3,29,26,12,8,220,236,41
6,LAKE,1997,11,4,3,37,79,11,0,137,0,45,3,99,3,1,37,25,7,15,232,256,45
6,LAKE,1997,12,5,5,52,70,22,0,129,1,43,0,94,13,1,28,41,3,13,245,252,34
6,LAKE,1998,1,3,3,38,70,19,0,140,3,26,0,98,3,2,26,36,7,11,237,230,31
6,LAKE,1998,2,5,1,54,64,20,0,131,1,38,1,95,22,2,14,30,5,8,218,237,22
6,LAKE,1998,3,2,4,45,73,39,0,118,2,37,0,103,23,1,14,46,13,5,270,214,17
6,LAKE,1998,4,6,2,34,56,39,0,120,1,30,0,116,5,1,4,29,14,12,254,188,11
6,LAKE,1998,5,8,2,44,79,59,0,168,1,24,0,126,17,0,14,43,7,10,319,250,22
6,LAKE,1998,6,10,3,39,87,38,0,143,0,33,0,145,13,2,21,42,5,13,328,236,33
6,LAKE,1998,7,6,1,48,90,42,0,134,0,42,0,112,13,0,12,42,8,11,298,236,18
6,LAKE,1998,8,2,9,61,65,50,0,170,1,32,0,106,3,6,20,41,7,10,281,283,28
6,LAKE,1998,9,3,13,61,62,35,0,114,0,30,0,110,17,3,11,34,6,8,262,216,17
6,LAKE,1998,10,5,2,40,74,37,0,89,1,39,0,107,31,2,17,37,5,15,272,185,24
6,LAKE,1998,11,3,2,45,59,22,0,124,0,31,0,95,2,0,11,29,4,6,213,211,14
6,LAKE,1998,12,5,1,35,66,24,0,129,0,34,0,85,8,3,10,29,6,10,215,208,18
6,LAKE,1999,1,5,1,33,59,22,0,107,1,39,1,82,1,0,12,26,7,6,196,191,18
6,LAKE,1999,2,3,3,30,62,29,0,106,1,29,0,84,9,1,14,15,5,6,199,179,18
6,LAKE,1999,3,4,1,29,46,26,0,85,0,23,1,79,7,2,8,26,6,10,188,145,15
6,LAKE,1999,4,4,4,22,60,25,0,94,0,28,2,122,9,4,7,26,6,5,242,151,17
6,LAKE,1999,5,5,5,30,59,33,0,107,1,31,0,109,8,2,8,31,3,8,245,176,15
6,LAKE,1999,6,6,6,26,80,40,0,107,2,29,1,106,4,1,12,37,5,8,277,174,20
6,LAKE,1999,7,3,3,61,74,28,0,122,0,34,0,125,25,4,12,40,3,12,282,229,19
6,LAKE,1999,8,3,1,49,56,31,0,117,1,30,0,91,35,0,13,44,1,7,230,209,16
6,LAKE,1999,9,8,2,54,52,33,0,118,1,21,3,89,3,1,17,31,15,9,216,210,29
6,LAKE,1999,10,6,4,45,70,27,0,104,1,29,0,111,11,1,14,33,7,10,255,192,21
6,LAKE,1999,11,4,8,30,66,22,0,113,1,28,0,74,0,1,8,31,5,10,211,179,13
6,LAKE,1999,12,4,4,35,56,16,0,114,0,33,1,95,4,1,13,21,8,6,198,195,19
6,LAKE,2000,1,5,2,34,48,21,0,115,1,41,1,81,6,3,11,21,3,14,187,201,20
6,LAKE,2000,2,2,3,19,59,21,0,80,1,33,0,90,2,2,11,23,3,6,202,143,15
6,LAKE,2000,3,9,1,27,63,26,0,106,0,19,1,101,2,3,16,25,7,8,224,168,29
6,LAKE,2000,4,3,1,28,77,26,0,119,0,21,1,84,12,1,8,19,14,6,213,176,13
6,LAKE,2000,5,4,0,40,70,37,0,135,0,31,0,108,6,2,7,26,4,3,244,213,13
6,LAKE,2000,6,6,4,36,80,40,0,125,1,33,0,109,8,2,16,34,4,11,278,210,24
6,LAKE,2000,7,5,10,28,89,33,0,142,1,32,0,105,2,2,18,25,7,10,272,220,25
6,LAKE,2000,8,1,3,38,95,41,0,141,0,30,1,97,2,0,13,24,11,12,272,222,15
6,LAKE,2000,9,4,0,49,61,31,0,132,3,32,0,102,4,3,23,20,4,8,222,236,30
6,LAKE,2000,10,13,10,22,98,29,0,146,0,65,1,76,5,1,15,26,3,9,248,248,30
6,LAKE,2000,11,3,2,28,54,37,0,145,1,33,0,89,1,2,11,25,4,5,212,217,16
6,LAKE,2000,12,6,2,23,42,13,0,95,1,30,0,83,5,3,19,16,0,7,163,167,28
6,LAKE,2001,1,9,6,25,54,23,0,100,1,7,0,91,5,1,14,19,7,6,199,146,24
6,LAKE,2001,2,1,2,18,44,28,0,79,0,13,0,95,2,1,7,19,6,3,191,117,9
6,LAKE,2001,3,7,1,36,77,25,0,91,2,13,0,95,2,1,8,21,13,13,232,148,16
6,LAKE,2001,4,6,3,47,86,28,0,117,0,20,1,96,0,1,13,20,8,10,243,197,21
6,LAKE,2001,5,7,5,39,78,23,0,136,2,10,0,117,3,2,8,29,4,15,267,193,17
6,LAKE,2001,6,6,5,38,61,23,0,156,1,21,0,108,1,5,13,27,11,9,233,228,24
6,LAKE,2001,7,6,2,24,70,35,0,160,0,12,1,113,2,1,12,31,4,11,262,208,20
6,LAKE,2001,8,6,4,39,92,41,0,128,2,17,1,115,20,2,6,35,8,8,295,190,15
6,LAKE,2001,9,7,1,22,79,28,0,113,1,10,1,99,6,0,18,31,5,10,248,163,26
6,LAKE,2001,10,10,4,27,85,23,0,146,0,20,0,109,8,3,16,31,5,12,264,209,29
6,LAKE,2001,11,6,1,29,62,23,0,169,0,12,0,100,0,4,17,19,9,7,212,227,27
6,LAKE,2001,12,7,1,31,65,22,0,155,2,8,0,76,5,0,14,28,6,11,203,208,21
7,MAPLE,1991,1,9,0,52,84,7,0,117,9,32,1,116,13,3,16,43,39,5,255,217,29
7,MAPLE,1991,2,1,3,59,111,6,0,111,3,28,1,98,11,4,9,38,37,2,258,207,15
7,MAPLE,1991,3,6,3,98,91,7,0,139,8,22,1,106,5,4,9,67,32,2,276,268,20
7,MAPLE,1991,4,14,4,60,96,7,0,145,21,30,0,113,18,2,15,58,22,4,282,250,31
7,MAPLE,1991,5,10,3,69,101,16,0,177,17,15,3,132,11,2,12,80,17,4,336,273,27
7,MAPLE,1991,6,13,8,63,131,9,0,167,11,18,1,156,28,2,17,48,19,8,360,265,33
7,MAPLE,1991,7,13,5,85,114,10,0,215,10,21,1,132,206,1,15,73,14,2,336,336,30
7,MAPLE,1991,8,14,3,94,131,13,0,196,15,24,3,140,125,3,28,59,26,4,350,342,48
7,MAPLE,1991,9,9,2,61,105,15,0,151,9,33,1,122,56,1,15,68,28,3,315,260,26
7,MAPLE,1991,10,13,2,111,139,11,0,221,7,48,2,130,35,2,23,44,14,7,333,403,40
7,MAPLE,1991,11,7,5,89,129,5,0,182,15,28,1,99,39,1,24,55,27,3,296,323,33
7,MAPLE,1991,12,5,0,148,116,9,0,197,12,29,0,85,14,2,13,42,33,7,259,387,20
7,MAPLE,1992,1,11,2,98,107,14,0,231,6,29,1,83,49,1,18,39,25,6,251,376,31
7,MAPLE,1992,2,5,0,80,100,17,0,175,12,33,1,92,29,1,12,40,30,5,254,300,19
7,MAPLE,1992,3,8,2,61,95,10,0,165,6,28,0,92,26,1,9,54,35,6,259,263,18
7,MAPLE,1992,4,7,2,77,133,6,0,165,5,31,0,109,52,0,24,53,22,2,305,297,31
7,MAPLE,1992,5,9,6,111,142,11,0,176,8,37,0,93,31,4,21,56,16,5,313,345,34
7,MAPLE,1992,6,6,6,97,157,9,0,197,21,39,0,132,55,1,24,64,14,5,373,357,31
7,MAPLE,1992,7,11,8,120,137,6,0,218,7,41,1,132,30,1,18,59,15,4,346,397,31
7,MAPLE,1992,8,13,3,103,139,6,0,208,5,27,0,135,6,3,25,50,21,3,336,363,41
7,MAPLE,1992,9,13,5,118,115,15,1,174,16,42,0,113,53,2,18,56,13,6,310,352,33
7,MAPLE,1992,10,12,6,106,135,10,0,164,9,59,0,99,40,1,14,48,23,12,310,343,27
7,MAPLE,1992,11,6,5,126,116,26,0,184,0,59,0,86,27,1,16,36,21,11,280,385,23
7,MAPLE,1992,12,7,6,101,72,20,0,146,2,41,2,99,21,0,22,44,24,10,251,310,31
7,MAPLE,1993,1,7,5,59,83,5,0,123,0,42,0,101,42,0,19,39,15,14,247,243,26
7,MAPLE,1993,2,4,5,81,91,10,0,111,2,35,1,83,39,3,16,39,33,10,238,243,24
7,MAPLE,1993,3,6,7,53,85,10,0,124,1,32,2,92,15,3,16,43,26,11,248,225,27
7,MAPLE,1993,4,14,3,71,101,11,0,164,1,35,2,95,13,0,18,58,18,16,284,288,34
7,MAPLE,1993,5,8,4,91,98,32,0,173,1,41,0,114,40,4,24,59,20,13,320,329,36
7,MAPLE,1993,6,5,6,114,97,21,0,152,1,34,1,107,24,3,15,57,8,14,302,315,24
7,MAPLE,1993,7,19,6,125,103,18,0,204,4,42,1,113,10,4,21,66,15,20,326,392,45
7,MAPLE,1993,8,5,4,139,142,33,0,173,1,53,1,115,7,5,22,58,10,19,371,387,33
7,MAPLE,1993,9,5,1,115,80,38,0,139,1,35,1,95,6,1,14,41,15,11,266,303,21
7,MAPLE,1993,10,9,4,123,95,30,0,177,2,38,1,109,7,3,21,49,20,24,311,359,34
7,MAPLE,1993,11,9,8,91,77,25,0,152,2,31,2,94,7,3,13,46,39,12,262,287,27
7,MAPLE,1993,12,10,0,82,72,19,0,160,1,32,1,106,30,2,18,47,29,13,257,292,31
7,MAPLE,1994,1,4,1,44,53,21,0,140,2,21,1,80,7,1,12,35,15,11,201,217,18
7,MAPLE,1994,2,2,3,59,59,17,0,145,0,22,2,84,11,3,10,36,18,11,210,236,17
7,MAPLE,1994,3,3,4,81,88,28,0,138,2,28,0,102,29,0,19,40,30,9,271,266,22
7,MAPLE,1994,4,5,9,81,99,20,0,135,0,28,1,84,17,6,19,55,21,18,285,263,31
7,MAPLE,1994,5,8,4,62,75,19,0,181,1,31,1,108,34,3,22,49,33,18,273,296,34
7,MAPLE,1994,6,15,5,89,85,14,0,148,2,22,1,98,31,7,18,61,13,13,276,277,41
7,MAPLE,1994,7,8,5,110,92,26,0,185,2,32,0,100,13,0,15,65,19,14,302,342,23
7,MAPLE,1994,8,18,12,92,95,26,0,148,1,31,0,122,18,2,17,57,13,29,341,288,37
7,MAPLE,1994,9,9,3,75,63,29,0,135,1,34,0,89,26,2,20,62,17,14,260,264,31
7,MAPLE,1994,10,6,13,77,117,22,0,170,1,33,1,74,18,4,20,53,13,13,292,300,31
7,MAPLE,1994,11,12,3,56,62,14,0,127,0,42,2,88,5,2,17,38,18,14,219,242,33
7,MAPLE,1994,12,7,5,52,88,12,0,153,1,24,1,69,0,1,23,33,19,14,221,252,32
7,MAPLE,1995,1,6,4,57,86,15,0,153,1,20,0,86,4,4,9,40,19,10,241,239,19
7,MAPLE,1995,2,6,5,53,71,11,3,100,0,20,1,67,11,1,22,34,18,15,203,195,30
7,MAPLE,1995,3,12,5,72,82,19,0,150,0,29,0,108,25,2,19,39,21,11,264,270,33
7,MAPLE,1995,4,5,15,47,69,15,0,122,0,21,0,93,11,1,15,42,18,11,245,205,21
7,MAPLE,1995,5,8,5,52,82,18,0,105,1,32,1,110,8,0,17,52,21,7,274,206,26
7,MAPLE,1995,6,10,11,62,77,27,0,132,0,26,0,92,1,2,21,53,12,15,275,241,33
7,MAPLE,1995,7,6,4,81,105,24,0,170,1,30,0,117,10,2,21,49,16,16,315,302,29
7,MAPLE,1995,8,10,3,84,124,23,0,177,5,35,2,111,33,1,25,49,11,19,329,321,38
7,MAPLE,1995,9,7,10,61,79,50,0,164,2,43,0,113,15,1,15,42,14,14,308,283,23
7,MAPLE,1995,10,7,6,72,72,22,0,114,1,40,1,96,7,2,16,44,21,12,252,242,26
7,MAPLE,1995,11,8,3,66,70,16,0,146,0,34,1,102,6,0,14,54,15,10,255,260,23
7,MAPLE,1995,12,5,0,67,102,29,0,172,2,51,0,110,24,1,16,47,17,12,300,306,22
7,MAPLE,1996,1,6,3,57,70,20,0,144,3,41,1,113,8,3,20,48,30,13,267,262,30
7,MAPLE,1996,2,8,7,62,70,27,0,93,1,30,1,103,13,2,10,52,19,15,274,195,21
7,MAPLE,1996,3,5,7,61,68,33,0,110,2,30,2,95,6,2,13,45,19,11,259,214,22
7,MAPLE,1996,4,8,5,53,57,45,0,110,0,44,1,95,8,2,9,40,12,14,256,216,20
7,MAPLE,1996,5,12,1,45,96,22,0,112,1,36,0,100,16,1,11,50,13,11,280,204,24
7,MAPLE,1996,6,9,3,62,83,34,0,141,0,38,1,103,9,2,15,62,14,12,297,256,27
7,MAPLE,1996,7,4,6,63,92,32,0,167,1,56,2,126,30,2,9,57,25,16,329,295,17
7,MAPLE,1996,8,8,7,66,84,24,0,171,2,35,3,107,19,2,12,60,17,12,294,284,25
7,MAPLE,1996,9,9,3,53,62,26,0,132,1,32,1,84,13,0,21,61,21,13,249,238,31
7,MAPLE,1996,10,12,7,54,82,40,0,130,4,50,0,109,32,1,9,46,11,15,299,243,22
7,MAPLE,1996,11,5,2,68,46,22,0,109,0,28,1,62,10,1,23,39,17,21,192,228,30
7,MAPLE,1996,12,7,1,44,70,18,0,123,3,31,0,89,9,2,25,25,27,10,213,223,34
7,MAPLE,1997,1,2,2,43,48,41,0,98,0,47,0,83,29,1,12,37,13,9,220,200,15
7,MAPLE,1997,2,4,1,37,48,24,0,102,1,27,2,86,11,3,14,37,10,7,203,180,23
7,MAPLE,1997,3,6,3,39,68,31,0,121,1,25,0,96,1,0,15,35,16,9,242,200,21
7,MAPLE,1997,4,8,6,36,73,27,0,122,1,25,0,77,16,1,16,43,16,13,239,199,25
7,MAPLE,1997,5,7,4,58,84,33,0,148,1,30,3,102,9,3,12,39,12,6,268,248,25
7,MAPLE,1997,6,11,9,48,72,29,1,114,2,33,0,115,11,5,11,49,12,13,287,206,27
7,MAPLE,1997,7,5,4,41,80,34,0,170,1,26,4,105,5,3,10,35,7,18,276,247,22
7,MAPLE,1997,8,7,5,40,92,18,1,110,0,22,0,102,15,4,18,32,15,9,258,190,29
7,MAPLE,1997,9,4,5,60,95,19,0,122,1,41,2,64,5,6,21,23,10,7,213,244,33
7,MAPLE,1997,10,16,3,63,71,18,0,153,1,56,0,70,1,2,11,40,7,12,214,283,29
7,MAPLE,1997,11,11,4,51,70,16,0,147,1,68,0,61,3,2,28,35,7,8,194,294,41
7,MAPLE,1997,12,8,5,46,72,10,0,153,0,47,0,70,10,1,19,34,19,3,194,265,28
7,MAPLE,1998,1,8,1,42,54,20,0,142,0,40,1,99,3,3,19,43,11,7,224,243,31
7,MAPLE,1998,2,2,0,30,56,16,0,131,1,32,0,65,19,1,9,24,9,6,167,202,12
7,MAPLE,1998,3,8,5,33,65,23,0,144,0,47,0,93,8,0,15,35,14,8,229,239,23
7,MAPLE,1998,4,9,11,47,72,54,0,122,1,36,1,90,1,3,6,33,9,10,270,211,19
7,MAPLE,1998,5,9,6,67,74,39,0,115,1,43,1,92,8,2,6,29,17,9,249,231,18
7,MAPLE,1998,6,5,6,39,60,21,0,112,0,39,2,106,11,1,17,38,13,7,238,207,25
7,MAPLE,1998,7,12,1,61,78,38,0,135,1,50,1,99,6,3,4,37,9,14,267,250,20
7,MAPLE,1998,8,12,8,50,74,41,0,142,0,47,0,84,3,4,16,42,11,24,273,255,32
7,MAPLE,1998,9,12,5,64,80,29,0,104,0,36,0,85,17,6,7,27,8,14,240,211,25
7,MAPLE,1998,10,8,2,45,56,28,0,115,1,34,2,104,3,1,16,28,8,6,224,210,27
7,MAPLE,1998,11,2,11,38,55,15,0,117,0,38,0,81,0,2,13,26,6,10,198,206,17
7,MAPLE,1998,12,5,6,38,51,26,0,114,0,38,0,68,4,3,8,21,16,7,179,198,16
7,MAPLE,1999,1,8,4,22,44,24,0,109,1,27,0,65,3,2,11,33,12,5,175,169,21
7,MAPLE,1999,2,4,6,36,37,22,0,111,2,27,0,75,3,3,20,28,11,7,175,194,27
7,MAPLE,1999,3,3,4,26,50,15,0,130,0,29,0,69,12,4,6,22,11,13,173,191,13
7,MAPLE,1999,4,4,4,29,55,35,0,118,0,47,0,85,7,3,10,23,8,7,209,204,17
7,MAPLE,1999,5,2,3,31,52,38,0,124,1,35,0,100,3,2,7,32,7,14,239,197,11
7,MAPLE,1999,6,10,6,36,64,48,0,130,1,33,0,84,9,2,9,29,12,10,241,208,21
7,MAPLE,1999,7,14,2,48,60,38,0,144,0,27,1,99,44,2,4,42,10,7,248,223,21
7,MAPLE,1999,8,1,5,46,57,38,0,125,1,29,0,86,11,2,2,21,20,8,215,202,5
7,MAPLE,1999,9,5,6,50,59,29,0,109,0,32,0,98,3,4,9,22,14,11,225,200,18
7,MAPLE,1999,10,2,5,50,55,50,0,142,0,55,1,93,5,0,6,26,14,8,237,253,9
7,MAPLE,1999,11,6,6,36,68,26,0,128,2,38,0,95,1,2,9,22,12,4,221,211,17
7,MAPLE,1999,12,7,6,54,55,14,0,123,0,31,0,75,2,0,12,25,8,10,185,220,19
7,MAPLE,2000,1,4,2,44,43,28,0,101,0,36,2,95,8,0,13,25,12,8,201,194,19
7,MAPLE,2000,2,7,1,27,49,21,0,91,1,32,1,72,0,0,6,30,7,5,178,156,14
7,MAPLE,2000,3,2,2,37,62,37,0,129,1,33,3,83,0,5,14,25,14,5,214,213,24
7,MAPLE,2000,4,3,8,25,75,41,0,118,0,19,0,89,11,2,7,20,13,11,244,169,12
7,MAPLE,2000,5,8,3,33,58,30,0,97,0,26,0,95,9,2,10,26,6,10,222,166,20
7,MAPLE,2000,6,6,2,46,65,35,0,141,0,41,3,84,3,1,11,31,10,11,228,239,21
7,MAPLE,2000,7,3,6,44,74,30,0,129,1,20,1,76,0,1,9,23,10,3,212,202,14
7,MAPLE,2000,8,6,2,35,65,32,0,137,0,34,0,98,1,1,14,29,13,8,234,220,21
7,MAPLE,2000,9,3,5,44,81,36,0,137,0,30,0,66,7,0,11,22,18,11,221,222,14
7,MAPLE,2000,10,1,8,40,74,24,0,139,1,66,1,87,1,0,25,20,10,14,227,270,27
7,MAPLE,2000,11,5,2,22,76,21,0,133,1,47,2,73,0,4,15,19,9,3,194,217,26
7,MAPLE,2000,12,7,1,24,46,24,0,125,0,31,0,66,4,0,10,13,11,9,159,190,17
7,MAPLE,2001,1,4,3,23,54,20,0,151,0,17,0,69,6,3,13,17,9,4,167,204,20
7,MAPLE,2001,2,4,4,26,31,30,0,121,3,14,0,70,7,0,8,19,7,4,158,169,12
7,MAPLE,2001,3,7,1,28,63,33,0,130,0,13,0,95,3,1,6,11,6,9,212,177,14
7,MAPLE,2001,4,7,5,25,74,31,0,140,1,15,0,94,19,5,10,17,19,10,231,190,22
7,MAPLE,2001,5,7,4,47,92,41,0,153,0,17,0,95,2,2,13,35,19,9,276,230,22
7,MAPLE,2001,6,7,6,17,72,21,0,138,0,26,3,101,2,2,17,28,10,9,237,198,29
7,MAPLE,2001,7,9,8,34,85,32,0,166,0,15,0,117,8,2,13,23,7,7,272,228,24
7,MAPLE,2001,8,4,1,30,61,43,0,139,0,18,1,122,15,3,4,27,13,6,260,191,12
7,MAPLE,2001,9,13,8,35,77,52,0,129,0,14,1,93,2,4,11,22,18,6,258,189,29
7,MAPLE,2001,10,8,2,35,77,28,0,163,0,9,0,117,0,2,11,19,10,15,258,218,21
7,MAPLE,2001,11,6,2,32,76,34,0,179,0,11,1,81,1,1,11,21,7,11,225,233,19
7,MAPLE,2001,12,4,2,26,56,22,0,101,0,7,0,68,3,1,11,14,6,10,172,145,16
